Fecha de Venta,ClienteID,Cantidad,Precio Unitario,DescuentoID,Prioridad,Medio de Envío,Segmento,Provincia,ID
2009-01-09,26,47,2.6,9,Low,Regular Air,Home Office,Ontario,64
2009-01-09,12,24,2.78,1,Not Specified,Regular Air,Small Business,Nova Scotia,65
2009-01-09,17,39,3.29,14,Not Specified,Regular Air,Corporate,Quebec,66
2009-01-09,38,1,125.99,1,Low,Regular Air,Corporate,Ontario,67
2009-01-09,8,43,11.66,7,High,Express Air,Corporate,Yukon,68
2009-01-09,36,11,5.38,5,Not Specified,Regular Air,Small Business,British Columbia,69
2009-01-09,2,44,3.28,5,Not Specified,Regular Air,Small Business,British Columbia,70
2009-01-10,16,31,70.98,11,Critical,Delivery Truck,Consumer,Nova Scotia,71
2009-01-10,19,48,11.55,13,Critical,Regular Air,Consumer,Nova Scotia,72
2009-01-10,39,32,162.93,7,Critical,Regular Air,Corporate,British Columbia,73
2009-01-10,2,43,30.42,5,Low,Express Air,Home Office,Ontario,74
2009-01-10,35,3,161.55,11,Low,Express Air,Home Office,Ontario,75
2009-01-10,32,24,8.34,1,Critical,Regular Air,Corporate,Ontario,76
2009-01-10,25,19,3.28,13,Critical,Regular Air,Corporate,Ontario,77
2009-01-10,5,30,5.02,6,Medium,Regular Air,Consumer,Ontario,78
2009-01-10,32,34,33.98,2,High,Regular Air,Corporate,Ontario,79
2009-01-10,1,35,29.18,6,Low,Regular Air,Corporate,Saskachewan,80
2009-01-10,26,49,297.64,4,Low,Delivery Truck,Corporate,Saskachewan,81
2009-01-10,33,16,6.48,5,Not Specified,Regular Air,Corporate,Alberta,82
2009-01-11,28,31,39.24,8,High,Regular Air,Corporate,Northwest Territories,83
2009-01-11,39,20,297.64,5,Not Specified,Delivery Truck,Small Business,Nova Scotia,84
2009-01-11,18,44,12.99,12,Not Specified,Regular Air,Small Business,Nova Scotia,85
2009-01-11,8,18,14.42,14,Not Specified,Regular Air,Small Business,Nova Scotia,86
2009-01-11,33,29,4.14,4,Not Specified,Express Air,Small Business,Quebec,87
2009-01-11,34,18,11.34,6,Not Specified,Regular Air,Small Business,Quebec,88
2009-01-11,4,19,399.98,4,Low,Delivery Truck,Consumer,Saskachewan,89
2009-01-12,32,27,59.98,7,Not Specified,Regular Air,Corporate,Ontario,90
2009-01-12,9,45,350.98,13,Critical,Delivery Truck,Consumer,Quebec,91
2009-01-12,7,33,1.68,9,Critical,Regular Air,Consumer,Quebec,92
2009-01-12,22,40,27.75,5,Not Specified,Regular Air,Corporate,Saskachewan,93
2009-01-12,37,10,40.98,5,Medium,Regular Air,Consumer,Saskachewan,94
2009-01-12,6,12,350.99,15,Low,Delivery Truck,Home Office,British Columbia,95
2009-01-12,8,28,8.74,7,Low,Regular Air,Home Office,British Columbia,96
2009-01-12,30,44,1.98,8,Low,Regular Air,Home Office,British Columbia,97
2009-01-13,31,17,2.08,5,Critical,Regular Air,Home Office,Quebec,98
2009-01-13,12,50,5.98,14,Low,Regular Air,Consumer,Manitoba,99
2009-01-13,32,3,145.45,13,Low,Delivery Truck,Corporate,Yukon,100
2009-01-13,17,13,48.04,10,Low,Regular Air,Corporate,Yukon,101
2009-01-14,24,27,7.77,13,Critical,Regular Air,Small Business,Ontario,102
2009-01-14,14,23,306.14,4,Critical,Delivery Truck,Small Business,Ontario,103
2009-01-14,33,13,18.97,5,Critical,Express Air,Small Business,Ontario,104
2009-01-14,26,14,208.16,12,Not Specified,Delivery Truck,Small Business,Saskachewan,105
2009-01-14,12,8,90.48,11,Not Specified,Regular Air,Small Business,Saskachewan,106
2009-01-14,25,3,9.48,1,Not Specified,Express Air,Small Business,Saskachewan,107
2009-01-14,20,14,4.28,12,Not Specified,Regular Air,Small Business,Saskachewan,108
2009-01-14,1,21,115.99,11,Critical,Delivery Truck,Home Office,Yukon,109
2009-01-14,21,27,4.28,6,Critical,Regular Air,Home Office,Yukon,110
2009-01-14,20,29,19.99,7,Medium,Regular Air,Corporate,Alberta,111
2009-01-14,11,36,264.98,6,Medium,Delivery Truck,Corporate,Alberta,112
2009-01-14,1,23,320.98,12,Medium,Delivery Truck,Corporate,Alberta,113
2009-01-15,26,41,4.98,11,Low,Regular Air,Home Office,Nunavut,114
2009-01-15,6,47,6.35,13,Low,Regular Air,Home Office,Nunavut,115
2009-01-15,3,48,8.6,11,Not Specified,Regular Air,Corporate,British Columbia,116
2009-01-15,28,7,7.04,9,Medium,Regular Air,Small Business,Ontario,117
2009-01-15,21,25,8.09,5,High,Express Air,Home Office,Saskachewan,118
2009-01-15,15,9,2.88,10,Critical,Regular Air,Consumer,Saskachewan,119
2009-01-16,11,46,5.81,14,Medium,Regular Air,Corporate,Northwest Territories,120
2009-01-16,11,41,1.81,15,Medium,Regular Air,Corporate,Northwest Territories,121
2009-01-16,22,6,110.98,12,Critical,Regular Air,Consumer,Quebec,122
2009-01-16,14,30,8.01,6,Critical,Regular Air,Consumer,Quebec,123
2009-01-16,39,36,2.18,13,Critical,Regular Air,Small Business,Quebec,124
2009-01-16,7,2,179.29,13,Critical,Delivery Truck,Small Business,Quebec,125
2009-01-16,4,20,2.98,15,Low,Express Air,Corporate,Ontario,126
2009-01-16,26,25,125.99,10,Low,Regular Air,Corporate,Ontario,127
2009-01-16,18,35,13.43,5,Medium,Regular Air,Home Office,Manitoba,128
2009-01-16,6,37,22.72,10,Low,Regular Air,Corporate,Saskachewan,129
2009-01-17,7,40,30.53,12,Critical,Regular Air,Small Business,Northwest Territories,130
2009-01-17,6,46,1.68,1,Critical,Regular Air,Small Business,Northwest Territories,131
2009-01-17,34,25,11.55,3,Medium,Regular Air,Corporate,Ontario,132
2009-01-17,30,24,328.14,5,Medium,Delivery Truck,Small Business,Ontario,133
2009-01-17,34,33,16.48,4,Medium,Regular Air,Corporate,New Brunswick,134
2009-01-17,26,3,90.48,14,Medium,Regular Air,Corporate,Manitoba,135
2009-01-17,27,26,22.84,9,Medium,Regular Air,Corporate,Manitoba,136
2009-01-17,25,13,14.81,11,Medium,Regular Air,Home Office,Saskachewan,137
2009-01-17,22,11,4.2,7,Medium,Express Air,Home Office,Saskachewan,138
2009-01-17,4,39,28.15,8,Not Specified,Regular Air,Home Office,Saskachewan,139
2009-01-17,11,18,7.64,9,Medium,Regular Air,Corporate,Saskachewan,140
2009-01-17,13,3,125.99,2,Medium,Regular Air,Corporate,Saskachewan,141
2009-01-18,27,47,15.74,11,Not Specified,Regular Air,Corporate,Prince Edward Island,142
2009-01-18,15,25,350.99,2,Medium,Delivery Truck,Corporate,Ontario,143
2009-01-18,8,20,15.99,6,Medium,Express Air,Corporate,Ontario,144
2009-01-18,37,50,58.1,4,High,Regular Air,Corporate,Manitoba,145
2009-01-18,29,12,11.58,7,Medium,Regular Air,Corporate,Saskachewan,146
2009-01-18,4,29,48.91,14,Medium,Regular Air,Corporate,Saskachewan,147
2009-01-18,22,17,15.51,12,Medium,Regular Air,Corporate,Saskachewan,148
2009-01-19,33,5,18.97,9,Critical,Regular Air,Consumer,Nova Scotia,149
2009-01-19,10,18,207.48,2,Critical,Regular Air,Consumer,Ontario,150
2009-01-19,27,18,119.99,7,Critical,Delivery Truck,Consumer,Ontario,151
2009-01-19,26,41,2.88,4,Low,Regular Air,Consumer,Alberta,152
2009-01-20,15,27,140.98,4,High,Delivery Truck,Small Business,Ontario,153
2009-01-20,10,36,60.22,3,Critical,Regular Air,Corporate,Manitoba,154
2009-01-21,2,46,30.44,4,Medium,Regular Air,Corporate,British Columbia,155
2009-01-21,35,33,4.13,15,Low,Regular Air,Small Business,Quebec,156
2009-01-21,35,37,31.76,9,High,Delivery Truck,Small Business,Ontario,157
2009-01-21,26,12,7.84,8,Critical,Regular Air,Home Office,Ontario,158
2009-01-21,16,34,9.78,1,Critical,Express Air,Home Office,Ontario,159
2009-01-21,37,16,279.81,7,Medium,Delivery Truck,Corporate,Ontario,160
2009-01-21,20,36,4.91,5,Medium,Regular Air,Corporate,Ontario,161
2009-01-21,33,36,3.98,13,Low,Regular Air,Consumer,Manitoba,162
2009-01-21,37,4,8.01,1,Low,Regular Air,Corporate,British Columbia,163
2009-01-21,32,33,355.98,2,Not Specified,Delivery Truck,Home Office,Alberta,164
2009-01-21,7,19,19.98,3,Not Specified,Regular Air,Home Office,Alberta,165
2009-01-21,36,40,19.98,3,Not Specified,Regular Air,Home Office,Alberta,166
2009-01-21,15,41,7.84,1,Medium,Regular Air,Corporate,Alberta,167
2009-01-21,37,40,105.34,8,Medium,Regular Air,Corporate,Alberta,168
2009-01-22,38,9,20.28,8,Critical,Regular Air,Corporate,British Columbia,169
2009-01-22,22,32,880.98,11,Low,Delivery Truck,Home Office,Nova Scotia,170
2009-01-22,10,36,15.22,8,High,Regular Air,Home Office,Manitoba,171
2009-01-22,30,13,80.98,13,Critical,Regular Air,Corporate,Ontario,172
2009-01-22,5,27,179.99,9,High,Regular Air,Home Office,New Brunswick,173
2009-01-22,8,44,92.23,11,High,Express Air,Home Office,New Brunswick,174
2009-01-22,24,25,115.99,10,High,Express Air,Home Office,New Brunswick,175
2009-01-22,8,49,2.89,6,Medium,Regular Air,Small Business,Manitoba,176
2009-01-22,4,39,217.85,11,Medium,Delivery Truck,Small Business,Manitoba,177
2009-01-22,15,6,32.98,5,Critical,Regular Air,Home Office,Saskachewan,178
2009-01-23,16,18,6.84,7,Not Specified,Regular Air,Consumer,British Columbia,179
2009-01-23,17,42,30.98,4,Not Specified,Regular Air,Consumer,New Brunswick,180
2009-01-23,19,18,73.98,9,Medium,Regular Air,Small Business,Alberta,181
2009-01-24,34,30,238.4,11,Low,Regular Air,Small Business,Prince Edward Island,182
2009-01-24,3,21,199.99,14,Low,Express Air,Small Business,Prince Edward Island,183
2009-01-24,20,23,11.7,4,Medium,Regular Air,Home Office,Ontario,184
2009-01-24,4,5,67.84,1,Low,Regular Air,Small Business,Quebec,185
2009-01-24,29,24,14.42,11,High,Regular Air,Corporate,British Columbia,186
2009-01-25,32,15,125.99,8,Not Specified,Regular Air,Consumer,Saskachewan,187
2009-01-25,3,4,1.74,10,Critical,Regular Air,Corporate,Yukon,188
2009-01-26,31,30,14.34,11,High,Regular Air,Consumer,British Columbia,189
2009-01-26,20,5,2.89,8,High,Regular Air,Consumer,British Columbia,190
2009-01-26,7,49,90.98,6,Medium,Regular Air,Consumer,Ontario,191
2009-01-26,24,11,5.98,12,Medium,Regular Air,Consumer,Ontario,192
2009-01-26,25,10,39.98,9,Medium,Regular Air,Small Business,Manitoba,193
2009-01-26,39,24,376.13,10,Medium,Delivery Truck,Small Business,Manitoba,194
2009-01-26,18,31,150.98,11,High,Express Air,Corporate,Manitoba,195
2009-01-26,30,15,25.98,5,High,Delivery Truck,Corporate,Manitoba,196
2009-01-26,19,39,32.48,5,High,Regular Air,Corporate,Manitoba,197
2009-01-27,7,36,2.94,4,Critical,Regular Air,Corporate,Ontario,198
2009-01-27,1,38,205.99,15,Not Specified,Regular Air,Home Office,Ontario,199
2009-01-27,13,41,43.98,10,Critical,Regular Air,Corporate,Ontario,200
2009-01-27,28,50,1.14,4,Critical,Regular Air,Corporate,Ontario,201
2009-01-27,15,4,110.99,10,Medium,Regular Air,Consumer,Manitoba,202
2009-01-28,10,3,59.98,7,Low,Regular Air,Corporate,Yukon,203
2009-01-28,29,34,5.18,6,Low,Regular Air,Corporate,Yukon,204
2009-01-28,30,1,55.48,7,High,Regular Air,Corporate,Yukon,205
2009-01-28,16,3,1.68,3,High,Regular Air,Corporate,Yukon,206
2009-01-28,21,36,6.88,3,Medium,Express Air,Home Office,Alberta,207
2009-01-28,9,31,32.48,9,Medium,Express Air,Home Office,Alberta,208
2009-01-29,27,4,240.98,5,Medium,Delivery Truck,Corporate,Ontario,209
2009-01-29,8,38,420.98,1,Medium,Regular Air,Corporate,New Brunswick,210
2009-01-29,10,14,95.99,8,Critical,Regular Air,Consumer,New Brunswick,211
2009-01-30,10,42,31.78,8,Critical,Regular Air,Corporate,Nunavut,212
2009-01-30,11,31,574.74,5,Low,Regular Air,Consumer,Northwest Territories,213
2009-01-30,25,23,15.98,4,Critical,Express Air,Corporate,Northwest Territories,214
2009-01-31,32,42,160.98,2,Low,Delivery Truck,Home Office,British Columbia,215
2009-01-31,26,41,6.3,2,Low,Regular Air,Home Office,British Columbia,216
2009-01-31,15,30,4.98,11,Low,Regular Air,Home Office,British Columbia,217
2009-01-31,17,6,78.65,3,Critical,Regular Air,Home Office,Ontario,218
2009-01-31,9,16,8.34,4,Critical,Regular Air,Home Office,Ontario,219
2009-01-31,15,6,7.64,13,Not Specified,Regular Air,Corporate,Ontario,220
2009-01-31,20,40,218.75,14,Not Specified,Delivery Truck,Corporate,Ontario,221
2009-01-31,7,46,49.99,4,Low,Express Air,Corporate,Manitoba,222
2009-01-31,18,36,6.98,4,Not Specified,Regular Air,Corporate,Manitoba,223
2009-02-01,14,17,3.08,14,Low,Regular Air,Corporate,Prince Edward Island,224
2009-02-01,21,37,45.19,3,Critical,Regular Air,Corporate,Prince Edward Island,225
2009-02-01,8,41,80.97,11,Critical,Delivery Truck,Consumer,Manitoba,226
2009-02-02,39,38,83.1,14,Not Specified,Regular Air,Corporate,Prince Edward Island,227
2009-02-02,36,42,90.98,1,Not Specified,Regular Air,Corporate,Prince Edward Island,228
2009-02-02,27,31,154.13,11,Critical,Regular Air,Corporate,Ontario,229
2009-02-02,8,44,8.09,11,Not Specified,Regular Air,Consumer,Ontario,230
2009-02-02,27,49,122.99,4,High,Delivery Truck,Corporate,Ontario,231
2009-02-02,19,38,1.14,3,Low,Regular Air,Corporate,Alberta,232
2009-02-03,36,36,5.08,1,Not Specified,Regular Air,Home Office,British Columbia,233
2009-02-03,33,26,35.99,12,Not Specified,Regular Air,Home Office,British Columbia,234
2009-02-04,5,50,29.89,1,Low,Express Air,Corporate,Prince Edward Island,235
2009-02-04,35,20,8.34,11,Low,Regular Air,Corporate,Prince Edward Island,236
2009-02-04,1,47,14.48,15,Medium,Regular Air,Small Business,British Columbia,237
2009-02-04,14,33,145.45,3,Low,Delivery Truck,Home Office,British Columbia,238
2009-02-04,39,18,33.94,1,Low,Delivery Truck,Home Office,British Columbia,239
2009-02-04,1,14,13.43,6,Low,Regular Air,Home Office,British Columbia,240
2009-02-04,37,40,1.7,2,Medium,Regular Air,Small Business,Ontario,241
2009-02-04,16,32,2.16,11,Medium,Regular Air,Home Office,Manitoba,242
2009-02-04,25,35,6.48,13,Medium,Regular Air,Home Office,Manitoba,243
2009-02-04,24,43,146.05,4,Medium,Delivery Truck,Home Office,Manitoba,244
2009-02-04,19,9,12.97,4,Medium,Regular Air,Consumer,Manitoba,245
2009-02-04,19,36,5.81,11,Medium,Regular Air,Consumer,Manitoba,246
2009-02-04,25,46,4.91,8,Medium,Regular Air,Corporate,Saskachewan,247
2009-02-04,26,22,7.28,7,Medium,Regular Air,Corporate,Saskachewan,248
2009-02-04,29,10,6.68,2,Medium,Regular Air,Corporate,Saskachewan,249
2009-02-04,18,2,2.94,4,Low,Regular Air,Home Office,Yukon,250
2009-02-05,24,48,2.88,15,Low,Regular Air,Small Business,British Columbia,251
2009-02-05,9,6,195.99,7,Low,Regular Air,Small Business,British Columbia,252
2009-02-05,31,23,279.81,8,Critical,Delivery Truck,Small Business,British Columbia,253
2009-02-05,7,29,7.28,14,Critical,Regular Air,Home Office,Manitoba,254
2009-02-05,8,15,9.98,12,Medium,Regular Air,Corporate,Yukon,255
2009-02-05,20,39,500.98,13,Medium,Delivery Truck,Small Business,Yukon,256
2009-02-05,30,3,178.47,15,Medium,Regular Air,Small Business,Yukon,257
2009-02-06,10,45,160.98,7,Low,Delivery Truck,Corporate,Ontario,258
2009-02-06,36,24,65.99,9,Low,Regular Air,Corporate,Ontario,259
2009-02-06,38,2,999.99,6,Critical,Regular Air,Small Business,Quebec,260
2009-02-06,36,16,71.37,13,High,Regular Air,Small Business,Saskachewan,261
2009-02-06,21,4,205.99,13,High,Express Air,Small Business,Saskachewan,262
2009-02-06,33,30,259.71,9,High,Delivery Truck,Home Office,Saskachewan,263
2009-02-07,29,46,6.68,13,Medium,Regular Air,Corporate,Manitoba,264
2009-02-07,9,14,17.7,1,Medium,Regular Air,Corporate,Manitoba,265
2009-02-07,23,46,30.56,1,Medium,Regular Air,Corporate,Saskachewan,266
2009-02-07,30,30,19.98,8,Low,Regular Air,Consumer,Yukon,267
2009-02-07,12,28,125.99,12,Low,Regular Air,Consumer,Yukon,268
2009-02-08,4,4,179.99,8,Not Specified,Express Air,Consumer,Quebec,269
2009-02-08,26,38,15.16,5,Medium,Regular Air,Home Office,Quebec,270
2009-02-08,35,47,15.98,12,Medium,Regular Air,Corporate,Alberta,271
2009-02-08,3,20,105.98,15,High,Express Air,Consumer,Alberta,272
2009-02-09,29,43,240.98,9,Low,Delivery Truck,Corporate,Alberta,273
2009-02-10,36,22,6.37,5,Medium,Regular Air,Corporate,Ontario,274
2009-02-10,31,41,11.34,2,High,Regular Air,Home Office,New Brunswick,275
2009-02-10,36,7,13.99,5,Critical,Regular Air,Corporate,Manitoba,276
2009-02-10,28,44,20.28,15,Medium,Regular Air,Corporate,Manitoba,277
2009-02-10,14,5,12.22,3,Low,Regular Air,Small Business,Manitoba,278
2009-02-11,8,17,60.98,5,Critical,Regular Air,Consumer,Ontario,279
2009-02-11,35,36,270.98,8,Critical,Delivery Truck,Corporate,Manitoba,280
2009-02-11,31,48,205.99,1,High,Express Air,Consumer,Saskachewan,281
2009-02-11,24,18,205.99,8,High,Regular Air,Consumer,Saskachewan,282
2009-02-11,30,7,2036.48,12,High,Delivery Truck,Consumer,Yukon,283
2009-02-12,13,31,6.48,2,Critical,Regular Air,Consumer,British Columbia,284
2009-02-12,11,22,150.98,4,Not Specified,Regular Air,Home Office,Ontario,285
2009-02-12,27,14,176.19,13,Not Specified,Regular Air,Home Office,Ontario,286
2009-02-12,22,15,7.31,11,Low,Regular Air,Small Business,Ontario,287
2009-02-12,18,20,6.7,13,Low,Regular Air,Small Business,Ontario,288
2009-02-12,37,1,12.53,14,Medium,Regular Air,Home Office,Ontario,289
2009-02-12,35,13,14.27,3,High,Express Air,Small Business,Quebec,290
2009-02-12,32,22,2.98,2,High,Regular Air,Small Business,Quebec,291
2009-02-12,38,38,115.99,4,High,Regular Air,Small Business,Quebec,292
2009-02-12,7,17,7.1,8,Medium,Regular Air,Home Office,Ontario,293
2009-02-12,27,31,2.78,15,Medium,Regular Air,Home Office,Ontario,294
2009-02-12,35,37,6.48,10,Medium,Regular Air,Consumer,Yukon,295
2009-02-13,32,42,194.3,15,Critical,Regular Air,Home Office,British Columbia,296
2009-02-13,7,45,80.97,15,High,Delivery Truck,Home Office,Nova Scotia,297
2009-02-13,35,6,6.48,6,High,Regular Air,Home Office,Nova Scotia,298
2009-02-13,18,44,120.98,12,Critical,Delivery Truck,Home Office,Ontario,299
2009-02-13,17,48,7.28,5,Medium,Regular Air,Corporate,Manitoba,300
2009-02-14,14,4,60.65,1,Low,Regular Air,Home Office,Ontario,301
2009-02-14,2,47,19.98,4,High,Regular Air,Consumer,Saskachewan,302
2009-02-14,10,8,348.21,1,Critical,Delivery Truck,Home Office,British Columbia,303
2009-02-14,14,34,236.97,3,Not Specified,Delivery Truck,Consumer,British Columbia,304
2009-02-15,14,23,3.8,11,Critical,Regular Air,Consumer,Prince Edward Island,305
2009-02-15,22,20,7.98,1,Critical,Regular Air,Consumer,Prince Edward Island,306
2009-02-15,32,46,417.4,11,Critical,Delivery Truck,Consumer,Prince Edward Island,307
2009-02-15,9,13,9.71,14,Low,Regular Air,Corporate,Quebec,308
2009-02-15,18,4,8.74,4,Low,Express Air,Small Business,Manitoba,309
2009-02-15,1,3,18.97,11,Low,Regular Air,Small Business,Manitoba,310
2009-02-15,9,30,159.99,7,Not Specified,Regular Air,Consumer,British Columbia,311
2009-02-15,18,34,78.69,1,Not Specified,Regular Air,Consumer,British Columbia,312
2009-02-16,15,37,8.6,8,Low,Regular Air,Home Office,Ontario,313
2009-02-16,4,15,699.99,15,Low,Regular Air,Home Office,Ontario,314
2009-02-16,23,28,7.1,14,Medium,Regular Air,Small Business,Ontario,315
2009-02-16,30,41,4.98,11,Medium,Express Air,Small Business,Ontario,316
2009-02-16,28,15,11.58,7,Low,Regular Air,Home Office,Alberta,317
2009-02-16,2,24,5.68,3,Medium,Regular Air,Small Business,Alberta,318
2009-02-17,15,2,6.04,13,Critical,Express Air,Corporate,Yukon,319
2009-02-17,22,44,5.34,5,High,Regular Air,Consumer,Alberta,320
2009-02-17,12,10,62.18,4,High,Regular Air,Consumer,Alberta,321
2009-02-17,28,22,41.47,15,High,Regular Air,Consumer,Alberta,322
2009-02-17,21,5,1938.02,9,High,Regular Air,Consumer,Alberta,323
2009-02-18,5,30,355.98,6,Not Specified,Delivery Truck,Corporate,Northwest Territories,324
2009-02-18,17,8,218.75,9,Not Specified,Delivery Truck,Corporate,Northwest Territories,325
2009-02-19,3,37,5.98,8,Not Specified,Regular Air,Corporate,British Columbia,326
2009-02-19,9,4,2.08,14,Not Specified,Regular Air,Corporate,British Columbia,327
2009-02-19,30,29,5.98,1,Not Specified,Regular Air,Corporate,British Columbia,328
2009-02-19,3,33,11.29,6,High,Regular Air,Corporate,British Columbia,329
2009-02-19,20,37,4.28,2,High,Regular Air,Small Business,British Columbia,330
2009-02-19,2,48,39.48,12,High,Regular Air,Consumer,Alberta,331
2009-02-20,14,41,5.81,7,Medium,Regular Air,Small Business,Northwest Territories,332
2009-02-20,18,49,9.65,7,Medium,Regular Air,Small Business,Northwest Territories,333
2009-02-20,5,37,4.06,4,High,Regular Air,Consumer,Ontario,334
2009-02-20,8,48,3.75,14,High,Regular Air,Consumer,Ontario,335
2009-02-20,29,31,10.68,8,High,Regular Air,Consumer,Ontario,336
2009-02-20,4,24,19.23,4,High,Express Air,Corporate,Manitoba,337
2009-02-21,30,39,4.91,6,Low,Express Air,Home Office,Northwest Territories,338
2009-02-21,28,11,259.71,6,Low,Delivery Truck,Home Office,Northwest Territories,339
2009-02-21,27,18,49.99,7,Critical,Regular Air,Small Business,Nova Scotia,340
2009-02-22,39,27,4.98,3,Not Specified,Regular Air,Consumer,British Columbia,341
2009-02-22,20,42,34.23,14,Not Specified,Regular Air,Consumer,British Columbia,342
2009-02-22,16,40,442.14,10,Not Specified,Delivery Truck,Corporate,British Columbia,343
2009-02-22,39,50,34.99,15,High,Regular Air,Corporate,Alberta,344
2009-02-23,39,22,37.76,13,Critical,Regular Air,Home Office,Manitoba,345
2009-02-23,37,17,13.79,6,Critical,Regular Air,Corporate,Ontario,346
